	WORD	CEFR	CLUE
4496	lie	c1	['a statement that deviates from or perverts the truth', 'Norwegian diplomat who was the first Secretary General of the United Nations (1896-1968)', 'position or manner in which something is situated', 'be located or situated somewhere; occupy a certain position', 'be lying, be prostrate; be in a horizontal position', 'originate (in)', 'be and remain in a particular state or condition', 'tell an untruth; pretend with intent to deceive', 'have a place in relation to something else', 'assume a reclining position']
4497	life	c1	"['a characteristic state or mode of living', 'the experience of being alive; the course of human events and activities', 'the course of existence of an individual; the actions and events that occur in living', 'the condition of living or the state of being alive', 'the period during which something is functional (as between birth and death)', 'the period between birth and the present time', 'the period from the present until death', 'a living person', 'animation and energy in action or expression', 'living things collectively', 'the organic phenomenon that distinguishes living organisms from nonliving ones', ""an account of the series of events making up a person's life"", 'a motive for living', 'a prison term lasting as long as the prisoner lives']"
4498	lifeguard	b2	['an attendant employed at a beach or pool to protect swimmers from accidents']
4499	lifeless	a2	['deprived of life; no longer living', 'destitute or having been emptied of life or living beings', 'lacking animation or excitement or activity', 'not having the capacity to support life']
4500	lifelike	c1	['evoking lifelike images within the mind', 'free from artificiality']
4501	lifelong	b1	['continuing through life']
4502	lifesaver	c1	['an attendant employed at a beach or pool to protect swimmers from accidents', 'a life preserver in the form of a ring of buoyant material']
4503	lifesaving	c1	['saving the lives of drowning persons']
4504	lifespan	c1	['the period during which something is functional (as between birth and death)']
4505	lifestyle	c1	"[""a manner of living that reflects the person's values and attitudes""]"
4506	lifetime	b2	['the period during which something is functional (as between birth and death)']
4507	lift	c1	"['the act of giving temporary assistance', 'the component of the aerodynamic forces acting on an airfoil that opposes gravity', 'the event of something being raised upward', 'a wave that lifts the surface of the water or ground', 'a powered conveyance that carries skiers up a hill', 'a device worn in a shoe or boot to make the wearer look taller or to correct a shortened leg', 'one of the layers forming the heel of a shoe or boot', 'lifting device consisting of a platform or cage that is raised and lowered mechanically in a vertical shaft in order to move people from one floor to another in a building', 'plastic surgery to remove wrinkles and other signs of aging from your face; an incision is made near the hair line and skin is pulled back and excess tissue is excised', 'transportation of people or goods by air (especially when other means of access are unavailable)', 'a ride in a car', 'the act of raising something', 'raise from a lower to a higher position', 'take hold of something and move it to a different location', 'move upwards', 'move upward', 'make audible', 'cancel officially', 'make off with belongings of others', 'raise or haul up with or as if with mechanical help', 'invigorate or heighten', 'raise in rank or condition', 'take off or away by decreasing', 'rise up', 'pay off (a mortgage)', ""take without referencing from someone else's writing or speech; of intellectual property"", 'take illegally', 'fly people or goods to or from places not accessible by other means', 'take (root crops) out of the ground', 'call to stop the hunt or to retire, as of hunting dogs', 'rise upward, as from pressure or moisture', 'put an end to', 'remove (hair) by scalping', 'remove from a seedbed or from a nursery', 'remove from a surface', ""perform cosmetic surgery on someone's face""]"
4508	light	b2	['(physics) electromagnetic radiation that can produce a visual sensation', 'any device serving as a source of illumination', 'a particular perspective or aspect of a situation', 'the quality of being luminous; emitting or reflecting light', 'an illuminated area', 'a condition of spiritual awareness; divine illumination', 'the visual effect of illumination on objects or scenes as created in pictures', 'a person regarded very fondly', 'having abundant light or illumination', 'mental understanding as an enlightening experience', 'merriment expressed by a brightness or gleam or animation of countenance', 'public awareness', 'a divine presence believed by Quakers to enlighten and guide the soul', 'a visual warning signal', 'a device for lighting or igniting fuel or charges or fires', 'make lighter or brighter', 'begin to smoke', 'to come to rest, settle', 'cause to start burning; subject to fire or great heat', 'fall to somebody by assignment or lot', 'alight from (a horse)', 'of comparatively little physical weight or density', '(used of color) having a relatively small amount of coloring agent', 'of the military or industry; using (or being) relatively small or light arms or equipment', 'not great in degree or quantity or number', 'psychologically light; especially free from sadness or troubles', 'characterized by or emitting light', '(used of vowels or syllables) pronounced with little or no stress', 'easily assimilated in the alimentary canal; not rich or heavily seasoned', '(used of soil) loose and large-grained in consistency', '(of sound or color) free from anything that dulls or dims', 'moving easily and quickly; nimble', 'demanding little effort; not burdensome', 'of little intensity or power or force', '(physics, chemistry) not having atomic weight greater than average', 'weak and likely to lose consciousness', 'very thin and insubstantial', 'marked by temperance in indulgence', 'less than the correct or legal or full amount often deliberately so', 'having little importance', 'intended primarily as entertainment; not serious or profound', 'silly or trivial', 'designed for ease of movement or to carry little weight', 'having relatively few calories', '(of sleep) easily disturbed', 'casual and unrestrained in sexual behavior', 'with few burdens']
